id,division_id,english,sinhala,tamil
1,1,Sammanthranapura,සම්මන්ත්‍රණපුර,ஸம்மந்திரணபுரை
2,1,Mattakkuliya,මට්ටක්කුලිය,மட்டக்குளி
3,1,Modara,මෝදර,மோத‍ரை
4,1,Madampitiya,මඩම්පිටිය,மாதம்பிட்டிய
5,1,Mahawatta,මහවත්ත,மஹவத்தை
6,1,Aluthmawatha,අළුත්මාවත,அளுத்மாவத்தை
7,1,Lunupokuna,ලුණුපොකුණ,ளுணு‎பொக்குண
8,1,Bloemendhal,බ්ලුමැන්ඩල්,புளூ‎மெண்டல்
9,1,Kotahena East,කොටහේන නැගෙනහිර,‎கொட்டாஞ்‍சேணை கிழக்கு
10,1,Kotahena West,කොටහේන බටහිර,‎கொட்டாஞ்‍சேணை ‍மேற்கு
11,1,Kochchikade North,කොච්චිකඩේ උතුර,‎கொச்சிகடை வடக்கு
12,1,Jinthupitiya,ජින්තුපිටිය,ஜிந்துப்பிட்டி
13,1,Massangasweediya,මසන්ගස් විදිය,மஸங்கஸ் வீதி
14,1,New Bazaar,නිව් බසාර්,புது பசார்
15,1,Grandpass South,ග්‍රෑන්ඩ්පාස් දකුණ,கி‍ரேண்ட்பாஸ் ‎தெற்கு
16,1,Grandpass North,ග්‍රෑන්ඩ්පාස් උතුර,கி‍ரேண்ட்பாஸ் வடக்கு
17,1,Nawagampura,නවගම්පුර,நவகம்புர
18,1,Maligawatta East,මාලිගාවත්ත නැගෙනහිර,மாலிகாவத்தை கிழக்கு
19,1,Bettarama,බෙත්තාරාම,‎கெத்தாராமை
20,1,Aluthkade East,අළුත්කඩේ නැගෙනහිර,புதுக்கடை கிழக்கு
21,1,Aluthkade West,අළුත්කඩේ බටහිර,புதுக்கடை ‍மேற்கு
22,1,Kochchikade South,කොච්චිකඩේ දකුණ,‎கொச்சிக்கடை தெற்கு
23,1,Pettah,පිටකොටුව,புறக்‍கோட்டை
24,1,Fort,කොටුව,கோட்டை
25,1,Galle Face,ගාලුමුවදොර,காலி முகத்துவாரம
26,1,Slave Island,කොම්පඤ්ඤ වීදිය,‎கொம்பணித்‎தெரு
27,1,Hunupitiya,හුණුපිටිය,ஹுணுப்பிட்டிய
28,1,Suduwella,සුදුවැල්ල,ஸுது‎வெல்ல
29,1,Keselwatta,කෙසෙල්වත්ත,வாழத்‍தோட்டம் (கெஸெல்வத்த)
30,1,Panchikawatta,පංචිකාවත්ත,பஞ்சிக்காவத்தை
31,1,Maligawatta West,මාලිගාවත්ත බටහිර,மாலிகாவத்தை ‍மேற்கு
32,1,Maligakanda,මාලිගාකන්ද,மாலிகாகந்தை
33,1,Maradana,මරදාන,மரதானை
34,1,Ibbanwala,ඉබ්බන්වල,இப்பங்‎வெலை
35,1,Wekanda,වෑකන්ද,வேகந்த
36,2,Wadulla,වඩුල්ල,வதுல்லை
37,2,Sedawatta,සේදවත්ත,ஸேதவத்த
38,2,Halmulla,හල්මුල්ල,ஹல்முல்ல
39,2,Kotuvila,කොටුවිල,கொட்டுவில
40,2,Veheragoda,වෙහෙරගොඩ,‎வெஹர‎கொட
41,2,Orugodawatta,ඔරැගොඩවත්ත,ஒறு‎கொடவத்த
42,2,Meethotamulla,මිතොටමුල්ල,மீ‎தொட்டமுல்ல
43,2,Welewatta,වැලිවත්ත,‍‍‍வெ‍‍லேவத்த
44,2,Kittampahuwa,කිටිටන්පහුව,கிட்டம்பஹுவ
45,2,Wennawatta,වැන්නවත්තත,‎வெண்ணவத்த
46,2,Maha Buthgamuwa B,මහ බත්ගමුව බි,மஹ புத்கமுவ B
47,2,Kuda Buthgamuwa,කුඩා බත්ගමුව,குடா புத்கமுவ
48,2,Kelanimulla,කැළණිමුල්ල,‎‎கெளணிமுல்ல
49,2,Ambathale,අඔත‍ලේ,அம்பத்தலே
50,2,Mulleriyawa North,මුල්ලේරියාව උතුර,முல்லேரியாவ வடக்கு
51,2,Belagama,බෙලගම,‍‍பெ‍லேகம
52,2,Kotikawatta East,කොටිකාවත්ත නැගනහිර,‎கொட்டிகாவத்தை கிழக்கு
53,2,Maha Buthgamuwa A,මහ බත්ගමුව ඒ,மஹ புத்கமுவ‍ A
54,2,Maha Buthgamuwa C,මහ බත්ගමුව බි,மஹ புத்கமுவ‍ C
55,2,Wellampitiya,වැල්ලමිපිටිය,‎வெல்லம்பிட்டிய
56,2,Kuriniyawatta,කුරිනියවත්ත,குரிநியாவத்‍தை
57,2,Kolonnawa,කොළොන්නාව,‎கொ‎லொண்ணா‍வை
58,2,Dahampura,දහමිපුර,தஹம்பு‍ரை
59,2,Singhapura,සිංහපුර,சிங்ஹபு‍ரை
60,2,Megoda Kolonnawa,මිගොඩ කොළොන්නාව,‎மெகொட ‎கொ‎லொண்ணா‍வ
61,2,Bopetta,බෝපිට,‍‎‍போ‎பெத்த
62,2,Batalandahena,බටලන්ද‍හේන,பட்டலந்த‍‍‍ஹேண
63,2,Kotikawatta West,කොටිකාවත්ත බටහිර,‎கொட்டிக்காவத்‍தை ‍மேற்கு
64,2,Mulleriyawa South,මුල්ලේරියාව දකුණ,முள்‍ளேரியா‍வை ‎தெற்கு
65,2,Malgama,මල්ගම,மல்கம
66,2,Udumulla North,උඩුමුල්ල උතුර,உடுமுல்ல வடக்கு
67,2,Maligagodella,මලිගාගොඩැල්ල,மாலிகா‎கொ‎டெல்ல
68,2,Rajasinghagama,රාජසිංහගම,ராஜசிங்ஹகம
69,2,Udumulla South,උඩුමුල්ල දකුණ,உடுமுள்ள ‎தெற்கு
70,2,Himbutana East,හිඔුටාන නැගනහිර,ஹிம்புட்டாண கிழக்கு
71,2,Himbutana West,හිඔුටාන බටහිර,ஹிம்புட்டாண ‍மேற்கு
72,2,Malpura,මල්පුර,மல்புர
73,2,Gothatuwa New Town,ගොතටුව නව නගරය,‎கொத்தட்டுவ புது நகரம்
74,2,Kajugahawatta,කජුගහවත්ත,கஜுகஹவத்த
75,2,Gothatuwa,ගොතටුව,‎கொத்தட்டுவ
76,2,Salamulla,සලමුල්ල,சாலமுல்ல
77,2,Wijayapura,විජයපුර,விஜயபுர
78,2,Gajabapura,ගජබාපුර,கஜபாபுர
79,2,Madinnagoda,මදින්නගොඩ,மாதிண்ண‎கொட
80,2,Elhena,ඇල්හේන,எல்ஹேண
81,2,Dodamgahahena,දොඩමිගහහේන,‎தொடம்கஹ்ஹே‍ண
82,3,Welivita,වැලිවිට,‎வெலிவிட்ட
83,3,Raggahawatta,රග්ගහවත්ත,ரக்கஹவத்த
84,3,Hewagama,හේවගම,‍‍‍‎‍ஹேவாகம
85,3,Kaduwela,කඩුවෙල,கடு‎வெ‍லை
86,3,Pahala Bomiriya,පහළ බෝමිරිය,பஹள ‍‎‍போமிரிய
87,3,Ihala Bomiriya,ඉහළ බෝමිරිය,இஹள ‍போமிரிய
88,3,Wekewatta,වැකේවත්ත,‍‎‍வே‎கெவிட்ட
89,3,Nawagamuwa,නවගමුව,நவகமுவ
90,3,Pahala Bomiriya B,පහළ බෝමිරිය බි,பஹள ‍‎‍போமிரிய B
91,3,Welihinda,වැලි හින්න,‎வெலிஹிந்த
92,3,Kothalawala,කොතලාවල,‎கொத்தலாவல
93,3,Mahadeniya,මහදෙනිය,மஹ‎தெணிய
94,3,Thalahena North,තලහේන උතුර,தலஹேண வடக்கு
95,3,Malabe North,මාළ‍‍ෙඔ උතුර,மால‍பே வடக்கு
96,3,Thunadahena,තුනදහේන,துணடஹேண
97,3,Korathota,කොරතොට,‎கொர‎‎தொட்ட
98,3,Nawagamuwa South,නවගමුව දකුණ,நவகமுவ ‎தெற்கு
99,3,Batewela,බටේ‍වෙල,ப‍‍ட்டே‎வெல
100,3,Ranala,රණාල,ரணால
101,3,Dedigamuwa,දැදිගමුව,‎தெடிகமுவ
102,3,Embilladeniya,ඇඔිල්ලදෙනිය,எம்பில்லா‎தெணிய
103,3,Welipillewa,වැළිපිල්ලැව,‎‎வெலிபில்‍லேவ
104,3,Shanthalokagama,ශාන්තාෙලා්කගම,சாந்தா‍லோககம
105,3,Pore,ෙපාෙර්,‍‍‍‍‍‍‎‍போ‍ரே
106,3,Malabe East,මාළ‍බේ නැගනහිර,மால‍‍‍பே கிழக்கு
107,3,Malabe West,මාල‍බේ බටහිර,மால‍‍‍பே ‍மேற்கு
108,3,Thalangama North B,තලංගම උතුර බී,தலங்கம வடக்கு B
109,3,Thalahena South,තලංගම දකුණ,தலா‍ஹேண வடக்கு
110,3,Muttettugoda,මුත්ෙතටීටු ෙගාඩ,முத்‎தெடு‎‎கொட
111,3,Thalangama North A,තලංගම උතුර ඒ,தலங்கம வடக்கு A
112,3,Walpola,වල්පොල,வல்‎பொல
113,3,Kalapaluwawa,කළපලුවාව,கலபாலு‎வெவ
114,3,Kotuwegoda,කොටුවේගොඩ,‎‎கொடு‍வே‎கொட
115,3,Subhoothipura,සුබුතිපුර,சு‍பூதிபுர
116,3,Udumulla,උඩුමුල්ල,உடுமுல்ல
117,3,Battaramulla North,බත්තරමුල්ල උතුර,பத்தரமுல்ல வடக்கு
118,3,Batapotha,බටපොත,பட‎பொத
119,3,Pothuarawa,පොතුරාව,‎பொதுஅரவ
120,3,Hokandara North,හෝකන්දර උතුර,‍‍‍‍‍‎‍ஹோகந்தர வடக்கு
121,3,Oruwala,ඔරැවල,ஒருவல
122,3,Athurugiriya,අතුරුගිරිය,அத்துருகிரிய
123,3,Thaldiyawala,තල්දියවල,தல்டியவல
124,3,Boralugoda,බොරලුගොඩ,‎பொரலு‎கொட
125,3,Hokandara East,හෝකන්දර,‍‍‎‍ஹோகந்தர கிழக்கு
126,3,Arangala,අරංගල,அரங்கல
127,3,Evarihena,ඇවරිහේන,எவரி‍ஹேண
128,3,Kumaragewatta,කුමාරගේ වත්ත,குமார‍கேவத்த
129,3,Jayawadanagama,ජයවධනගම,ஜயவடணகம
130,3,Aruppitiya,අරැප්පිටිය,அருப்பிட்டிய
131,3,Asiri Uyana,ආසිරි උයන,ஆசிரிஉயண
132,3,Battaramulla South,බත්තරමුල්ල ‍ දකුණ,பத்தரமுல்ல ‎தெற்கு
133,3,Rajamalwatta,රජමල්වත්ත,இரஜமல்வத்த
134,3,Pahalawela,පහළවෙළ,பஹல‎வெல
135,3,Wickramasinghapura,වික්‍රමසිංහපුර,விக்கிரமசிங்ஹபுர
136,3,Wellangiriya,වැල්ලන්ගිරිය,‎வெல்லங்கிரிய
137,3,Hokandara East,හෝකන්දර නැගෙනහිර,‍‍‎‍ஹோகந்தர ‎தெற்கு
138,3,Athurugiriya South,අතුරුගිරියදකුණ,அத்துருகிரிய ‎தெற்கு
139,4,Jalthara,ජල්තර,ஜல்தர
140,4,Henpita,හෙනේපිට,‍‎‍ஹேண்பிட்ட
141,4,Atigala West,ආටිගල බස්නාහිර,அடிகல ‍மேற்கு
142,4,Atigala East,අිටිගල නැගනහිර,அடிகல கிழக்கு
143,4,Batawala,බටවෙල,பட்டவல
144,4,Walpita,වල්පිට,வல்பிட்ட
145,4,Nawalamulla,නාවලමුල්ල,நாவலமுல்ல
146,4,Meegasmulla,මිගස්මුල්ල,மீகஸ்முல்ல
147,4,Habarakada North,හබරකන්ද උතුර,ஹபரகட வடக்கு
148,4,Mullegama North,මුල්ලේගම උතුර,முல்‍லேகம வடக்கு
149,4,Mullegama South,මුල්ලේගම දකුණ,முல்‍லேகம ‎தெற்கு
150,4,Habarakada South,හබරකන්ද දකුණ,ஹபரகட ‎தெற்கு
151,4,Panagoda Town,පනාගොඩ නගරය,பணா‎கொடை நகரம்
152,4,Henawatta,හේනවත්ත,‍ஹேணவத்த
153,4,Meegoda North,මිගොඩ උතුර,மீ‎கொடை வடக்கு
154,4,Panaluwa,පානලුව,பணலுவ
155,4,Watareka North,වටරැක උතුර,வட்ட‍ரேகா வடக்கு
156,4,Meegoda South,මි‍ගොඩ උතුර දකුණ,மீ‎கொடை ‎தெற்கு
157,4,Godagama North,ගොඩගම උතුර,‎கொடகம வடக்கு
158,4,Panagoda West,පනාගොඩ බස්නාහිර,பணா‎கொடை ‍மேற்கு
159,4,Panagoda East,පනාගොඩ නැගනහිර,பணா‎கொடை கிழக்கு
160,4,Habarakada Watta,හබරකඩ වත්ත,ஹபரகட வத்த
161,4,Homagama North,හෝමාගම උතුර,‍‎‍ஹோமாகம வடக்கு
162,4,Homagama West,හෝමාගම බස්නාහිර,‍‎‍ஹோமாகம ‍மேற்கு
163,4,Homagama South,හෝමාගම දකුණ,‍‎‍ஹோமாகம ‎தெற்கு
164,4,Galavilawatta North,ගලවිලවත්ත උතුර,கலவிலவத்த வடக்கு
165,4,Homagama Town,හෝමාගම නගරය,‍‎‍ஹோமாகம நகரம்
166,4,Homagama East,හෝමාගම නැගනහිර,‍‎‍ஹோமாகம கிழக்கு
167,4,Pitipana Town,පිටිපන නගරය,பிட்டிபண நகரம்
168,4,Godagama South,ගොඩගම දකුණ,‎கொடகம ‎தெற்கு
169,4,Kurunduwatta,කුරැදුවත්ත,குருந்துவத்த
170,4,Gehenuwala,ගේනලුව,‎கெ‎ஹெணுவல
171,4,Watareka South,වටරැක දකුණ,வட்ட‍ரேகா ‎தெற்கு
172,4,Ovitigama,ඕවිටිගම,ஓவிட்டிகம
173,4,Kandanawatta,කන්දනවත්ත,கந்தானவத்த
174,4,Kiriberiyakele,කිරිබෙරියකැළේ,கிரி‎பெரிய‎கெ‍லே
175,4,Mawathgama,මහාවතගම,மாவத்கம
176,4,Katuwana,කටුවාන,கட்டுவான
177,4,Galavilawatta South,ගලවිලවත්ත දකුණ,கலவிலவத்த ‎தெற்கு
178,4,Niyandagala,නියන්දගල,நியந்தகல
179,4,Hiripitiya,හිරිපිටිය,ஹிறிபிட்டிய
180,4,Mambulgoda,මාම්බුල්ගොඩ,மாம்புல்‎கொட
181,4,Kithulhena,කිතලුහේන,கித்துல்‍ஹேண
182,4,Siddamulla North,සිද්ධමුල්ල උතුර,சித்தமுல்ல வடக்கு
183,4,Siddamulla South,සිද්ධමුල්ල දකුණ,சித்தமுல்ல ‎தெற்கு
184,4,Mattegoda West,මට්ටේගොඩ බටහිර,மத்‍தே‎கொட ‍மேற்கு
185,4,Mattegoda Central 'A',මට්ටේගොඩ මද්‍යම 'A',மத்திய மத்‍தே‎கொட 'A'
186,4,Mattegoda East,මට්ටේගොඩ නැගෙනහිර,மத்‍தே‎கொட கிழக்கு
187,4,Brahmanagama,බ්‍රාහ්මණගම,பிராமணகம
188,4,Deepangoda,ධිපාන්ගොඩ,தீபாங்‎கொட
189,4,Magammana West,මාගම්මන බස්නාහිර,மாகம்மண ‍மேற்கு
190,4,Magammana East,මාගම්මන නැගනහිර,மாகம்மண கிழக்கு
191,4,Uduwana,උධුවන,உடுவண
192,4,Prasannapura,ප්‍රසන්නපුර,பிரசண்ணபுர
193,4,Pitipana North,ප්‍රසන්නපුර උතුර,பிட்டிபண வடக்கு
194,4,Suwapubudugama,සුවපුබුදුගම,சுவபுபுதுகம
195,4,Pitipana South,පිටිපන දකුණ,பிட்டிபண ‎தெற்கு
196,4,Dolahena,දොළහේන,‎தொல‍ஹேண
197,4,Diyagama East,දියගම නැගනහිර,தியகம கிழக்கு
198,4,Diyagama West,දියගම බස්නාහිර,தியகம ‍‍மேற்கு
199,4,Kirigampamunuwa,කිරිගම්පමුනුව,கிரிகம்பமுணுவ
200,4,Mattegoda Central B,මට්ටේගොඩ මද්‍යම 'B',மத்திய மத்தே‎கொட 'B'
201,4,Siyambalagoda North,සියබලාගොඩ උතුර,சியம்பலா‎கொட வடக்கு
202,4,Kudamaduwa,කුඩමධුව,குடாமடுவ
203,4,Sangharama,සංග්‍රාමසෝ,சங்கஹராம
204,4,Siyambalagoda South,සියඔලාගොඩ දකුණ,சியம்பலா‎கொட ‎தெற்கு
205,4,Rilawala,රිලාවල,ரிலாவல
206,4,Kahathuduwa West,කහතුඩුව බස්නාහිර,கஹதுடுவ
207,4,Kiriwattuduwa South,කිරිවත්තුඩුව දකුණ,கிரிவத்துடுவ ‎தெற்கு
208,4,Kiriwattuduwa North,කිරිවත්තුඩුව උතුර,கிரிவத்துடுவ வடக்கு
209,4,Moonamale - Yakahaluwa,මුණමලේ- යකහලුව,மூணம‍லே - யக்காஹலுவ
210,4,Kithulavila,කිතුලවිල,கித்துலவில
211,4,Kahathuduwa North,කහතුඩුව උතුර,கஹதுடுவ வடக்கு
212,4,Kahathuduwa East,කහතුඩුව බස්නාහිර,கஹதுடுவ கிழக்கு
213,4,Kahathuduwa South,කහතුඩුව දකුණ,கஹதுடுவ ‎தெற்கு
214,4,Undurugoda,උදුරුගොඩ,உந்துரு‎கொட
215,4,Wethara,වැතර,‍‎‍வேதர
216,4,Ambalangoda,අම්බලන්ගොඩ,அம்பலாங்‎கொடை
217,4,Heraliyawala,හිරලියාවෙල,‎ஹெரலியவல
218,4,Palagama,පාලගම,பாலகம
219,4,Weniwelkola,වැනිවල්කොල,‎வெணி‎வெல்‎கொல
220,5,Bollathawa,ෙබාල්ලතව,‍‎‍போலதவ
221,5,Kanampella West,කනම්පැල්ල බස්නාහිර,கணம்‎பெல்ல ‍மேற்கு
222,5,Kanampella East,කනම්පැල්ල නැගනහිර,கணம்‎பெல்ல கிழக்கு
223,5,Manakada,මනකඩ,மணகட
224,5,Eswatta North,ඇස්වත්ත උතුර,எஸ்வத்த வடக்கு
225,5,Kiriwandala North,කිරිවන්දල උතුර,கிரிவந்தல வடக்கு
226,5,Kudagama,කුඩාගම,குடாகம
227,5,Weralupitiya,වෙිරලුපිටිය,‍‎‍வேறலுபிட்டிய
228,5,Seethagama,සිතගම,சீதாகம
229,5,Avissawella,අවිස්සාවේල්ල,அவிஸ்சா‎வெல்ல
230,5,Ukwatta,උක්වත්ත,உக்வத்த
231,5,Agra Pedesa,අග්රා ෙපෙදස,ஆக்ர ‎பெ‍தேச
232,5,Eswatta South,ඇස්වත්ත දකුණ,எஸ்வத்த ‎தெற்கு
233,5,Ihala Kosgama North,ඉහළ කොස්ගම උතුර,இஹல ‎கொஸ்கம வடக்கு
234,5,Thawalgoda,තවල්ගොඩ,தவல்‎கொட
235,5,Muruthagama,මුරැතගම,முருத்தகம
236,5,Akaravita,අකරවිට,அகரவிட்ட
237,5,Kahatapitiya,කහටපිටිය,கஹடபிட்டிய
238,5,Kalu Aggala,කලු අග්ගල,களு அக்கல
239,5,Salawa,සාලාව,சாலாவ
240,5,Pahala Kosagama West,පහළ කොස්ගම බස්නාහිර,பஹல ‎‎கொஸ்கம ‍மேற்கு
241,5,Pahala Kosgama East,පහළ කොස්ගම නැගනහිර,பஹல ‎‎கொஸ்கம கிழக்கு
242,5,Ihala Kosgama South,ඉහළ කොස්ගම දකුණ,இஹல ‎‎கொஸ்கம ‎தெற்கு
243,5,Miriswatta,මිරිස්වත්ත,மிரிஸ்வத்த
244,5,Aluth Ambalama,අලුත් අමබලම,அளுத் அம்பலம
245,5,Kiriwandala South,කිරිවන්දල දකුණ,கிரிவந்தல ‎தெற்கு
246,5,Kotahera,කොටහේර,‎கொட்ட‍‍ஹேற
247,5,Seethawaka,සිතාවක,சீதாவக்க
248,5,Aradhana Kanda,අරදන්කඩවල,அரதாண கந்த
249,5,Puwakpitiya South,පුවක්පිටිය දකුණ,புவக்பிட்டிய ‎தெற்கு
250,5,Puwakpitiya,පුවක්පිටිය,புவக்பிட்டிய
251,5,Egodagama,එගෙ‍ාඩගම,எ‎கொடகம
252,5,Weragolla North,විරගෙලේල උතුර,‍‎‍வேர‎கொல்ல வடக்கு
253,5,Hingurala,හිගුරල,ஹிங்குரால
254,5,Kadugoada North,කඩුගෙඩෙ උතුර,கடு‎கொஅட வடக்கு
255,5,Mawalgama,මාවල්ගම,மவல்கம
256,5,Suduwella,සුදුවැල්ල,சுது‎வெல்ல
257,5,Gira Imbula,ගිරා ඉඔුළ,கிரி இம்புல
258,5,Walauwathta,වලවීවත්ත,வலவ்வத்த
259,5,Pahala Hanwella,පහළ හංවැල්ල,பஹல ஹங்‎வெல்ல
260,5,Hanwella Town,හංවැල්ල නගරය,ஹங்‎வெல்ல நகரம்
261,5,Ihala Hanwella North,ඉහළ හංවැල්ල උතුර,இஹல ஹங்‎வெல்ல வடக்கு
262,5,Niripola,නිරිපොළ,நிரி‎பொல
263,5,Brandigampala,බ්‍රැන්ඩිගම්පළ,பிரண்டிகம்பல
264,5,Kadugoda South,කඩුගොඩ දකුණ,கடு‎கொட ‎தெற்கு
265,5,Weragolla South,වේරගොල්ල දකුණ,‍‎‍வேர‎கொல்ல தெற்கு
266,5,Digana,දිගන,திகண
267,5,Lahirugama,ලහිරුගම,லஹிருகம
268,5,Mambula,මාම්බුල,மாம்புல
269,5,Welikanna,වැලිකත්න,‎வெலிகண்ண
270,5,Kahahena,කහහේන,கஹ‍ஹேண
271,5,Neluwattuduwa,නෙලුවත්තුඩුව,‎நெலுவத்துடுவ
272,5,Diddeniya North,දිදිදෙනිය උතුර,தித்‎தெணிய வடக்கு
273,5,Ihala Hanwella South,ඉහළ හංවැල්ල දකුණ,இஹல ஹங்‎வெல்ல ‎தெற்கு
274,5,Pahathgama,පහත්ගම,பஹத்கம
275,5,Jayaweeragoda,ජය විර්යගොඩ,ஜயவீர‎கொட
276,5,Koodaluvila,කුඩලුවිල,கூடலுவில
277,5,Thunnana East,තුන්තාන නැගනහිර,துண்ணண கிழக்கு
278,5,Diddeniya South,දිද්දෙනිය දකුණ,தித்‎தெணிய ‎தெற்கு
279,5,Elamalawala,ඒළමලවල,எலமலவல
280,5,Ilukovita,ඉලුකුවිට,இலு‍கோவிட்ட
281,5,Koswatta,කොස්වත්ත,‎கொஸ்வத்த
282,5,Pagngnagula,පඣඣාගුල,பங்ஞாணகுல
283,5,Pelpola,පැල්පොළ,‎பெல்‎பொல
284,5,Kudakanda,කුඩාකන්ද,குடாகந்த
285,5,Thunnana West,තුන්තාත බටහිර,துண்ணண ‍மேற்கு
286,5,Mawathagama West,මාවතගම බටහිර,மாவத்தகம ‍மேற்கு
287,5,Mawathagama East,මාවතගම නැගනහිර,மாவத்தகம கிழக்கு
288,6,Pinnawala North,පින්නවල උතුර,பிண்ணவல வடக்கு
289,6,Pinnawala South,පින්නවල දකුණ,பிண்ணவல ‎தெற்கு
290,6,Waga North,වග උතුර,வக வடக்கு
291,6,Waga East,වග නැගනහිර,வக கிழக்கு
292,6,Thummodara,තුම්මෝදර,தும்‍மோதர
293,6,Waga South,වග දකුණ,வக ‎தெற்கு
294,6,Siyambalawa,සියඔලාව,சியம்பலாவ
295,6,Pahala Bope,පහළ බෝපේ,பஹல ‍போ‍பே
296,6,Halpe,හල්පේ,ஹல்‍பே
297,6,Waga West,වග බටහිර,வக ‍மேற்கு
298,6,Uggalla,උග්ගල්ල,அக்கல
299,6,Wewelpanawa,වේවැල්පනාව,‍‎‍வே‎வெல்பணாவ
300,6,Pitumpe North,පිටුමිපේ උතුර,பிதும்‍பே வடக்கு
301,6,Pitumpe South,පිටුමිපේ දකුණ,பிதும்‍பே ‎தெற்கு
302,6,Galagedara East,ගළගෙදර නැගකහිර,கல‎கெதர கிழக்கு
303,6,Galagedara North,ගළගෙදර උතුර,கல‎கெதர வடக்கு
304,6,Galagedara South,ගළගෙදර දකුණ,கல‎கெதர ‎தெற்கு
305,6,Padukka,පාදුක්ක,பாதுக்கை
306,6,Arukwatta North,අරැක්වත්ත උතුර,அருக்வத்த வடக்கு
307,6,Arukwatta South,අරැක්වත්ත දකුණ,அருக்வத்த ‎தெற்கு
308,6,Ganegoda,ගනේගොඩ,க‍ணே‎கொட
309,6,Angampitiya,අන්ගම්පිටිය,அங்கம்பிட்டிய
310,6,Weragala,වේරගළ,‍‎‍வேறகல
311,6,Angamuwa,අන්ගමුව,அங்கமுவ
312,6,Udumulla,උඩුමුල්ල,உடுமுள்ள
313,6,Poregedara,පොරෙිගෙදර,‍‍‎‍போ‎ரெ‎கெதர
314,6,Pahala Padukka,පහළ පාදුක්ක,பஹல பாதுக்கை
315,6,Liyanwala,ලියත්වල,லியண்வல
316,6,Kurugala,කුරැගල්ල,குருகல
317,6,Madulawa South,මඩුවල දකුණ,மாதுலவ ‎தெற்கு
318,6,Madulawa North,මඩුවල උතුර,மாதுலவ வடக்கு
319,6,Horakandawala,හොරකන්දවෙල,ஹொரகந்தவல
320,6,Dampe,දාම්පේ,தம்‍பே
321,6,Beruketiya,බේරැකැටිය,‎பெரு‎கெட்டிய
322,6,Horagala West,හොරගල බටහිර,‎ஹொறகல ‍மேற்கு
323,6,Horagala East,හොරගල නැගකහිර,‎ஹொறகல கிழக்கு
324,6,Beliattavila,බෙලිඅත්තවිළ,‎பெலியத்தவில
325,6,Miriyagalla,මිරියන්ගල්ල,மீரியாகல்ல
326,6,Malagala,මලගළ,மலகல
327,6,Kahawala,කහවළ,கஹவல
328,6,Yatawathura,යටවතුර,யட்டவத்துர
329,6,Mahingala,මාහින්ගල්ල,மஹிங்கல
330,6,Ihala Bope,ඉහළ බෙි්පේ,இஹல ‍போ‍பே
331,6,Gurulana,ගුරැලන,குருலாண
332,6,Udagama,උඩගම,உடுகம
333,6,Dambora,දම්බොර,தம்‍போர
334,7,Mirihana South,මිරිහාන දකුණ,மிறிஹாண ‎தெற்கு
335,7,Mirihana North,මිරිහාන උතුර,மிறிஹாண வடக்கு
336,7,Madiwela,මාදිවෙල,மாதி‎வெல
337,7,Thalawathugoda West,තළවතුගොඩ බටහිර,தளவத்து‎கொட ‍மேற்கு
338,7,Thalawathugoda East,තළවතුගොඩ නැගනහිර,தளவத்து‎கொட கிழக்கு
339,7,Kalalgoda,කළල්ගොඩ,கலல்‎கொட
340,7,Kottawa East,කොට්ටාව නැගනහිර,‎கொட்டாவ கிழக்கு
341,7,Rukmale West,රුක්මළේ බටහිර,ருக்ம‍லே ‍மேற்கு
342,7,Rukmale East A,රැක්මළේ නැගනහිර ඒ,ருக்ம‍லே கிழக்கு ' A '
343,7,Rukmale East B,රුක්මළේ නැගනහිර බි,ருக்ம‍லே கிழக்கு ' B '
344,7,Liyanagoda,ලියනගොඩ,லியண‎கொட
345,7,Kottawa North,කොට්ටාව උතුර,‎கொட்டாவை வடக்கு
346,7,Depanama,දෙපානම,‎தெபாணம
347,7,Polwatta,පොල්වත්ත,‎பொல்வத்த
348,7,Pamunuwa,පමුණුව,பமுணுவ
349,7,Thalapathpitiya,තළපත්පිටිය,தளபத்பிட்டிய
350,7,Pragathipura,ප්‍රගතිපුර,பிரகதிபுர
351,7,Udahamulla East,උඩහාමුල්ල නැගනහිර,உடஹமுள்ள கிழக்கு
352,7,Udahamulla West,උඩහාමුල්ල බටහිර,உடஹமுள்ள ‍மேற்கு
353,7,Pathiragoda,පති‍රේගොඩ,பத்திரா‎கொட
354,7,Maharagama East,මහරගම නැගනහිර,மஹரகம கிழக்கு
355,7,Maharagama West,මහරගම බටහිර,மஹரகம ‍மேற்கு
356,7,Dambahena,දඔහේන,தம்ப‍ஹேண
357,7,Pannipitiya North,පන්නිපිටිය උතුර,பண்ணிபிட்டிய வடக்கு
358,7,Kottawa West,කොට්ටාව බටහිර,‎கொட்டாவை ‍மேற்கு
359,7,Kottawa South,කොට්ටාව දකුණ,‎கொட்டாவை ‎தெற்கு
360,7,Malapalla West,මලපල්ල බටහිර,மலபல்ல ‍மேற்கு
361,7,Malapalla East,මලපල්ල නැගනහිර,மலபல்ல கிழக்கு
362,7,Makumbura North,මාකුඔුර උතුර,மாகும்புர வடக்கு
363,7,Makumbura South,මාකුඔුර දකුණ,மாகும்புர ‎தெற்கு
364,7,Kottawa Town,කොට්ටාව නගරය,‎கொட்டாவை நகரம்
365,7,Pannipitiya South,පන්නිපිටිය දකුණ,பண்ணிபிட்டிய ‎தெற்கு
366,7,Maharagama Town,මහරගම නගරය,மஹரகம நகரம்
