id,division_id,english,sinhala,tamil
7933,163,Ampilanthurai,අමිපිලන්තුරායි,அம்பிலந்துறை
7934,163,Ampilanthurai West,අමිපිලන්තුරායි බටහිර,அம்பிலந்துறை மேற்கு
7935,163,Katchenai,කච්චෙනායි,கச்சேணை
7936,163,Mavadimunmaari,මාවඩිමුන්නාරි,மாவடிமுன்மாரி
7937,163,Thanthamalai,තන්තමාලායි,தந்தமலை
7938,163,Kachchakodi Swami Malai,කච්චකොඩි ස්වාමි මාලා,கச்சகொடி ஸ்வாமி மலை
7939,163,Panichchiyadimunmari,පනිච්චියාඩිමුන්මාරි,பணிச்சியாடிமுன்மாரி
7940,164,Selvapuram,සෙල්වපුරම්,செல்வபுரம்
7941,164,Vammiyadiyoottu,වම්මියාඩියුත්තු,வம்மியாடிஊத்து
7942,164,Thumpankerni (Y.F.S.),තුම්පන්කර්නි යූත් ස්කීම්,தும்பன்கேணி யூத் ஸ்கீம்
7943,164,Kalumunthanveli,කළුමුන්තන්වේලි,கலுமுன்தன்வேலி
7944,164,Kanthipuram,කන්තිපුරම්,காந்திபுரம்
7945,164,Maavelkudah,මාවෙල්කුඩ,மாவெல்குடா
7946,164,Vipulananthapuram,විපුලනන්තපුරම්,விபுலாநந்தபுரம்
7947,164,Palugaamam I,පලුගමම් 01,பலுகாமம் 01
7948,164,Palugaamam II,පලුගමම් 02,பலுகாமம் 02
7949,164,Vanninagar,වන්නිනගර්,வன்னிநகர்
7950,164,Veeranchenai,වීරන්චෙනායි,வீரன்சேணை
7951,164,Thumpankerni,තුම්පන්කර්නි,தும்பன்கேணி
7952,164,Saravanayadiyoottu,සුරවනායියාඩියුත්තු,ஸரவனயடிஊத்து
7953,164,Thikkodai,තික්කොඩායි,திக்கோடை
7954,164,Navakirinagar,නවකිරිනගර්,நவகிரிநகர்
7955,164,Kannapuram,කන්නාපුරම්,கண்ணாபுரம்
7956,164,Paalaiyadivaddai,පලෛයිවඩිවච්චායි,பாலையடிவத்தை
7957,164,Nellikkadu,නෙල්ලිකඩ්ඩු,நெல்லிக்காடு
7958,164,Vivekananthapuram,වෛයිවෙකනන්තපුරම්,விவேகாந்ந்தபுரம்
7959,164,Vellaveli,වෙල්ලවේලි,வெள்ளவேலி
7960,164,Punnakkulam,පුන්නකුලම්,புன்னாக்குளம்
7961,164,Kovilporativu West,කෝවිල්පෝරතිවු බටහිර,கோவில்போரதீவு மேற்கு
7962,164,Kovilporativu,කෝවිල්පෝරතිවු,கோவில்போரதீவு
7963,164,Munaitivu,මුනායිතිවු,முணைதீவு
7964,164,Paddaapuram,පඩ්ඩාපුරම්,பாட்டாபுரம்
7965,164,Periyaporativu,පෙරියපුරතිවු,பெரியபுரதீவு
7966,164,Kovilporativu South,කෝවිල්පෝරතිවු දකුණ,கோவில்போரதீவு தெற்கு
7967,164,Mandur 1 and 2 South,මන්දූර් 1 සහ 2 දකුණ,மாந்தூர் 1-2 தெற்கு
7968,164,Mandur Koddaimunai,මන්දූර් කුඩායිමුනායි,மாந்தூர் குடைமுணை
7969,164,Mandur 3,මන්දූර් 3,மாந்தூர் 3
7970,164,Mandur 1 and 2 North,මන්දූර් 1 සහ 2,மாந்தூர் 1-2 வடக்கு
7971,164,Palamunai,පලම්නායි,பாலமுணை
7972,164,Thambalawathai,තම්බලත්තායි,தம்பலாவத்தை
7973,164,Kaneshapuram,කනේෂපුරම්,கணேஷபுரம்
7974,164,Sangarpuram,සන්ගන්පුරම්,ஸங்கர்புரம்
7975,164,Palachcholai,පාල‍ෙවාලායි,பாலச்சோலை
7976,164,Kakkachchivaddai,කක්කච්චිවඩ්ඩායි,கக்கச்சிவட்டாயி
7977,164,Kannapuram East,කන්නන්පුරම් නැගෙනහිර,கண்ணாபுரம் கிழக்கு
7978,164,Vilanthoddam,විලයන්තොඩ්ඩම්,விலந்தோட்டம்
7979,164,Sinnawattai,සින්නවත්තායි,சின்னவத்தை
7980,164,Malaiyarkaddu,මලෛයියාර්කඩ්ඩු,மலையார்காடு
7981,164,Anaikaddiyaveli,අනෛයිකඩ්ඩියාවේලි,அனைக்கட்டியவேலி
7982,164,Ranamadu,රණමඩු,ரணமடு
7983,165,Kurukkalmadam North,කුරුක්කල්මඩම් උතුර,குருக்கள்மடம் வடக்கு
7984,165,Kurukkalmadam South,කුරුක්කල්මඩම් දකුණ,குருக்கள்மடம் தெற்கு
7985,165,Cheddipalayam North,චෙඩ්ඩිපලයම් උතුර,செட்டிபாலயம் வடக்கு
7986,165,Cheddipalayam South,චෙඩ්ඩිපලයම් දකුණ,செட்டிபாலயம் ‎ தெற்கு
7987,165,Mankadu,මන්කඩු,மண்காடு
7988,165,Thethathivu North,තෙතතිවු උතුර,தெததீவு வடக்கு
7989,165,Thethathivu South,තෙතතිවු දකුණ,தெததீவு தெற்கு
7990,165,Thethathivu South 2,තෙතතිවු දකුණ 2,தெததீவு தெற்கு 2
7991,165,Thethathivu South 1,තෙතතිවු දකුණ 1,தெததீவு தெற்கு 1
7992,165,Kaluthawalai 1,කළුතවාලයි 1,கலுதவாழை 1
7993,165,Kaluthawalai Central,කළුතවාලයි මධ්‍යම,கலுதவாழை மத்தி
7994,165,Kaluthawalai 2,කළුතවාලයි 2,கலுதவாழை 2
7995,165,Kaluthawalai 3,කළුතවාලයි 3,கலுதவாழை 3
7996,165,Kaluthawalai 4,කළුතවාලයි 4,கலுதவாழை 4
7997,165,Kaluthawalai 4 Santhipuram,කළුතවාලයි 4 සන්තිවුපුර,கலுதவாழை 4 ஷாந்திபுரம்
7998,165,Kaluwanchikudy North,කළුවන්චිකුඩි උතුර,கலுவான்சிக்குடி வடக்கு
7999,165,Kaluwanchikudy North,කළුවන්චිකුඩි උතුර,கலுவான்சிக்குடி வடக்கு
8000,165,Paddiruppu,පද්දිරිප්පු,பாண்டிரிப்பு
8001,165,Eruvil North,එරුවිල් උතුර,ஏறுவில் வடக்கு
8002,165,Kaluwanchikudy South,කළුවන්චිකුඩි දකුණ,கலுவான்சிக்குடி தெற்கு
8003,165,Onthachimadam North,ඔන්තචිමාඩම් උතුර,ஒத்தாச்சிமடம் வடக்கு
8004,165,Eruvil East Barathipuram,එරුවිල් නැගෙනහිර බාරතිපුරම්,ஏறுவில் கிழக்கு பாரதிபுரம்
8005,165,Eruvil South,එරුවිල් දකුණ,ஏறுவில் தெற்கு
8006,165,Kurumanvely 11 South,කුරුමන්වේලි 11දකුණ,குருமன்வேலி 11 தெற்கு
8007,165,Kurumanvely 11 East,කුරුමන්වේලි 11 නැගෙනහිර,குருமன்வேலி 11 கிழக்கு
8008,165,Kurumanvely 12,කුරුමන්වේලි 12,குருமன்வேலி 12
8009,165,Mahiloor West,මහිලූර් බටහිර,மைலூர் மேற்கு
8010,165,Mahiloor South West,මහිලූර් නිරිත,மைலூர் தெமேற்கு
8011,165,Mahiloor East,මහිලූර් නැගෙනහිර,மைலூர் கிழக்கு
8012,165,Onthachimadam South,ඔන්තචිමාඩම් දකුණ,ஒத்தாச்சிமடம் தெற்கு
8013,165,Koddaikallar North,කොඩ්ඩායිකල්ලාර් උතුර,கோடைக்கல்லார் வடக்கு
8014,165,Koddaikallar West,කොඩ්ඩායිකල්ලාර් බටහිර,கோடைக்கல்லார் மேற்கு
8015,165,Mahiloor Munai,මහිලූර් මුනායි,மைலூர் முணை
8016,165,Koddaikallar East,කොඩ්ඩායිකල්ලාර් නැගෙනහිර,கோடைக்கல்லார் கிழக்கு
8017,165,Koddaikallar South,කොඩ්ඩායිකල්ලාර් දකුණ,கோடைக்கல்லார் தெற்கு
8018,165,Periyakallar 1,පෙරියකල්ලාර්,பெரியகல்லார்
8019,165,Periyakallar 1 South,පෙරියකල්ලාර් 1 දකුණ,பெரியகல்லார் 1 தெற்கு
8020,165,Periyakallar 2 West,පෙරියකල්ලාර් 2 බටහිර,பெரியகல்லார் மேற்கு
8021,165,Periyakallar 2,පෙරියකල්ලාර් 2,பெரியகல்லார் 2
8022,165,Periyakallar 3 South,පෙරියකල්ලාර් 3 දකුණ,பெரியகல்லார் 3 தெற்கு
8023,165,Periyakallar 3,පෙරියකල්ලාර් 3,பெரியகல்லார் 3
8024,165,Thuraineelavanai North,තුරෛනීලවනායි උතුර,துரைநீலாவனை வடக்கு
8025,165,Thuraineelavanai North 1,තුරෛනීලවනායි උතුර 1,துரைநீலாவனை வடக்கு 1
8026,165,Thuraineelavanai South,තුරෛනීලවනායි දකුණ,துரைநீலாவனை தெற்கு
8027,165,Thuraineelavanai South 1,තුරෛනීලවනායි දකුණ 1,துரைநீலாவனை தெற்கு 1
8028,166,Thevapuram,තේවපුරම්,தேவபுரம்
8029,166,Perillavely,පෙරිල්ලවේලි,பெரில்லவேலி
8030,166,Murakkoddancheni,මුරක්කොඩ්ඩන්චේනී,முறக்கொட்டன்சேணை
8031,166,Palaiyadithona,පලායඩිතොන,பாலையடிதொன
8032,166,Shanthively,ශාන්තිවේලි,ஷாந்திவேலி
8033,166,Koravely,කෝරවේලි,கோரவேலி
8034,166,Thihiliveddai,තිහිලිවෙඩ්ඩායි,திஹிலிவெட்டாயி
8035,166,Korakalimadu,කෝරකලිමඩු,கோரகலைமடு
8036,166,Poolakkadu,පූලක්කඩු,பூலக்காடு
8037,166,Kiran West,කිරන් බටහිර,கிராண் மேற்கு
8038,166,Kiran East,කිරන් නැගෙනහිර,கிராண் கிழக்கு
8039,166,Kudumbimalai,කුඩුම්බිමාලි,குடும்பிமலை
8040,166,Vahanery,වහනෙරි,வாகநேரி
8041,166,Muruththanai,මුරුත්තනායි,முருத்தனாயி
8042,166,Pununai West,පුනුනායි බටහිර,புனுனாயி மேற்கு
8043,166,Kallichchai,කල්ලිච්චායි,கல்லிச்சாயி
8044,166,Vadamunai,වඩමුනායි,வடமுணை
8045,166,Ooththuchenai,ඔත්තුචෙනායි,ஊத்துசேணை
8046,167,Rideela,රීදිඇල්ල,ரிதீ‎எல்ல
8047,167,Selasumgama,සැලසුමීගම,ஸெலஸும்கம
8048,167,Kadirapura,කදිරාපුර,கதிராபுற
8049,167,Dehiattakandiya,දෙහිඅත්තකනඩිය,தெஹிஅத்தகண்டிய
8050,167,Bakmeedeniya,බත්මිදෙණිය,பக்மீதெணிய
8051,167,Lihiniyagama,ළිහිණියාගම,லிஹிணியாகம
8052,167,Mawanagama,මාවනාගම,மாவனாகம
8053,167,Sandunpura,සදුන්පුර,ஸதுன்புற
8054,167,Sadamadulla,සදමඩුල්ල,ஸந்தமடுல்ல
8055,167,Serupitiya,සේරුපිටිය,ஸேருபிடிய
8056,167,Ihalagama,ඉහලගම,இஹலகம
8057,167,Paranagama,පරණගම,பரணகம
8058,167,Nawa Medagama,නවමැදගම,நவமெதகம
8059,167,Wewmedagama,වැව්මැදගම,வெவ்மெதகம
8060,168,Galode,ගල්ඔඩේ,கல்ஓடை
8061,168,Palathuruwella,පලතුරුවැල්ල,பழதுரு வெல்ல
8062,168,Pulungasmulla,පුළුන්ගස්මුල්ල,புலுன்கஸ்முல்ல
8063,168,Serankada,සේරන්කඩ,ஸேரந்கட
8064,168,Unapana,උනාපාන,உணபாத
8065,168,Hagamwela,හාගම්වෙල,ஹாகம்வெல
8066,168,Kirawana,කිරවාන,கிரவான
8067,168,Padiyathalawa,පදියතලාව,பதியதலாவ
8068,168,Thalapitaoya Left,තලාපිටියඔය වම,தலாபிடயஒய இடது
8069,168,Saranagama,සරණගම,ஸரணகம
8070,168,Pallegama,පල්ලෙගම,பல்லேகம
8071,168,Moradeniya,මොරදෙනිය,மொரதெணிய
8072,168,Thalapitaoya South,තලාපිටඔය දකුණ,தலாபிடயஒய வலது
8073,168,Holike,හෝලිකේ,ஹோலிகே
8074,168,Kehelulla,කෙහෙල්උල්ල,கெஹெல்உல்ல
8075,168,Miriswatta,මිරිස්වත්ත,மிரிஸ்வத்த
8076,168,Kolamanthalawa,කොළමන්තලාව,கொலமந்தலாவ
8077,168,Dorakumbura,දොරකුඹුර,தொரகும்புற
8078,168,Marangala,මරංගල,மரங்கல
8079,168,Komana,කෝමාන,கோமான
8080,169,Bogamuyaya,බෝගමුයාය,போகமுயாய
8081,169,Tempitiya,තෙම්පිටිය,டெம்பிடிய
8082,169,Poolawala,පූලාවල,பூலாவல
8083,169,Bedirekka,බෙදිරෙක්ක,பெதிரெக்க
8084,169,Unuwathura Bubula,උනුවතුර බුබුල,உனுவதுர புபுல
8085,169,Iddapola,ඉද්දපොල,இத்தபொல
8086,169,Thepelpola,තාපොල්පොල,தெபெல்பொல
8087,169,Mahaoya,මහඔය,மஹஒய
8088,169,Samagipura,සමගිපුර,ஸமகிபுற
8089,169,Borapola,බොරපොල,பொரபொல
8090,169,Kelavinna,කැලෑවින්න,கலேவின்ன
8091,169,Dambadeniya,දඔදෙනිය,தம்தெணிய
8092,169,Kekirihena,කැකිරිහේන,கெகிரிஹேன
8093,169,Kudaharasgala,කුඩාහරස්ගල,குடாஹரஸ்கல
8094,169,Lahugala,ලාහුගල,லாஹுகல
8095,169,Pollebedda,පොල්ලෙබැද්ද,பொல்லெபெத்த
8096,169,Aranthalawa,අරන්තලාව,அரந்தலாவ
8097,170,Piyangala,පියංගල,பியங்கல
8098,170,Nugelanda North,නුගේලන්ද උතුර,நுகேலந்த வடக்கு
8099,170,Nugelanda South,නුගේලන්ද දකුණ,நுகேலந்த தெற்கு
8100,170,Bakkiella,බක්කිඇල්ල,பக்கிஎல்ல
8101,170,Rajagalathenna South,රජගලත්තැන්න දකුණ,ராஜகலதென்ன தெற்கு
8102,170,Rajagalathenna North,රජගලත්තැන්න උතුර,ராஜகலதென்ன வடக்கு
8103,170,Gonagolla,ගෝනගොල,கோணகொல்ல
8104,170,Galapitagala West,ගලපිටගල බටහිර,கலபிடகல மேற்கு
8105,170,Galapitagala East,ගලපිටගල නැගෙනහිර,கலபிடகல கிழக்கு
8106,170,Kothmale,කොත්මලේ,கொத்மலே
8107,170,Mayadunna,මයාදුන්න,மாயாதுன்ன
8108,170,Nawagiriyawa,නවගිරියාව,நவகிரிய
8109,170,Bandaradoowa,බණ්ඩාරදූව,பண்டாரதூவ
8110,170,Lathugala,ලාතුගල,லாதுகல
8111,170,Bokkabedda,බොක්කබැද්ද,பொக்கபெத்த
8112,170,Kohombana,කොහොඔාව,கொஹொம்பன
8113,170,Walgampura,වලගම්පුර,வலகம்புற
8114,170,Verenketagoda,වැරන්කොටගොඩ,வெரந்கெடகொட
8115,170,Senagama North,සේනාගමඋතුර,ஸேனாகம வடக்கு
8116,170,Senagama South,සේනාගම දකුණ,ஸேனாகம தெற்கு
8117,170,Gonagala,ගෝනගල,கோணகல
8118,170,Veheragama East,වෙහෙරගම නැගෙනහිර,வெஹெரகம கிழக்கு
8119,170,Veheragama West,වෙහෙරගම බටහිර,வெஹெரகம் மேற்கு
8120,170,Gemunupura,ගැමුණුපුර,கெமுணுபுற
8121,170,Siyambalawewa,සියඔලාවැව,ஸியபலாவெவ
8122,170,Rajagama North,රජගම උතුර,ரஜகம வடக்கு
8123,170,Rajagama South,රජගම දකුණ,ரஜகம தெற்கு
8124,170,Suhadagama South,සුහදගම දකුණ,ஸுஹதகம தெற்கு
8125,170,Kumarigama,කුමාරිගම,குமாரிகம
8126,170,Komariya,කෝමාරිය,கோமாரிய
8127,170,Udagirigama West,උදගිරිගම බටහිර,உதகிரிகம் மேற்கு
8128,170,Udagirigama East,උදගිරිගම නැගෙනහිර,உதகிரிகம கிழக்கு
8129,170,Galahitiyagoda,ගලහිටියාගොඩ,கல்ஹிடியகொட
8130,170,Mahakandiya,මහකණ්ඩිය,மஹகண்டிய
8131,170,Kahatagasyaya,කහටගස්යාය,கஹடகஸ்யாய
8132,170,Velikahagolla,වැලිකහගොල්ල,வெலிகஹகொள்ள
8133,170,Dematamalpelessa,දෙමටමල්පැලැස්ස,தெமடமல்பெலெஸ்ஸ
8134,170,Uhana,උහන,உஹன
8135,170,Uhana Thissapura West,උහන තිස්සපුර බටහිර,உஹன திஸ்ஸபுற மேற்கு
8136,170,Uhana Thissapura East,උහන තිස්සපුර නැගෙනහිර,உஹன திஸ்ஸபுற கிழக்கு
8137,170,Udayapura,උදයපුර,உதயபுற
8138,170,Sandanadapura,සදනදපුර,ஸந்தநதபுற
8139,170,Weeragoda North,වීරගොඩ උතුර,வீரகொட வடக்கு
8140,170,Weeragoda South,වීරගොඩ දකුණ,வீரகொட தெற்கு
8141,170,Dadayanthalawa West,දඩයම්තලාව බටහිර,தடயம்தலாவ மேற்கு
8142,170,Dadayanthalawa East,දඩයම්තලාව නැගෙනහිර,தடயம்தலாவ கிழக்கு
8143,170,Wijayapura East,විජයපුර නැගෙනහිර,விஜயபுற கிழக்கு
8144,170,Wijayapura West,විජයපුර බටහිර,விஜயபுற மேற்கு
8145,170,Kumudugama,කුමුදුගම,குமுதுகம
8146,170,Ruhunugama,රුහුණුගම,ருஹுனுகம
8147,170,Buddhangala,බුද්ධංගල,புத்தங்கல
8148,170,Palam Kandavura,පාලම් කදවුර,பாலம் கந்தவுர
8149,170,Himidurawa,හිමිදුරාව,ஹிமிதுராவ
8150,170,Abhayapura,අභයපුර,அபயபுற
8151,171,Dambethalawa,ද‍ෙඕතලාව,தம்பெதலாவ
8152,171,Samapura,සාමපුර,ஸாமபுற
8153,171,Karangawa,කරංගාව,கரந்காவ
8154,171,Gemunupura,ගැමුණුපුර,கெமுணுபுற
8155,171,Thissapura,තිස්සපුර,திஸ்ஸபுற
8156,171,Nawagampura,නවගම්පුර,நவகம்புற
8157,171,Senanayakepura,සේනානායකපුර,ஸேநானாயகபுற
8158,171,Jayawardhanapura,ජයවර්ධනපුර,ஜயவர்தனபுற
8159,171,Indrasarapura,ඉන්ද්‍රසාරපුර,இந்துஸாரபுற
8160,171,Mihindupura,මිහිදුපුර,மிஹிந்துபுற
8161,171,Saddhathissapura,සද්ධාතිස්සපුර,ஸத்தாதிஸ்ஸபுற
8162,171,Kotavehera,කොටවෙහෙර,கொடவெஹெர
8163,171,Paragahakele East,පරගහකැලේ නැගෙනහිර,பரகஹகலே கிழக்கு
8164,171,Paragahakele West,පරගහකැලේ බටහිර,பரகஹகலே மேற்கு
8165,171,Ambagahawella,අඔගහවැල්ල,அம்பகஹவெல்ல
8166,171,Ambamalthalawa,අඔමල්තලාව,அம்பமல்தலாவ
8167,171,Namalthalawa,නාමල්තලාව,நாமல்தலாவ
8168,171,Namal Oya (ii),නාමල්ඔය 02,நாமல்ஒய 02
8169,171,Namal Oya (iii),නාමල් ඔය 03,நாமல்ஒய 03
8170,171,Wavinna North,වාවින්න දකුණ,வாவின்ன தெற்கு
8171,171,Wavinna South,වාවින්න උතුර,வாவின்ன வடக்கு
8172,171,Namal Oya (i) Usbima,නාමල්ඔය 01 උස්බිම,நாமல்ஒய 01மேல்நிலம்
8173,172,Central Camp 01,මධ්‍යම කදවුර 01,மத்திய முகாம் 01
8174,172,Central Camp 02,මධ්‍යම කදවුර 02,மத்திய முகாம் 02
8175,172,Central Camp 03,මධ්‍යම කදවුර 03,மத்திய முகாம் 03
8176,172,Central Camp 05,මධ්‍යම කදවුර 05,மத்திய முகாம் 05
8177,172,Central Camp 06,මධ්‍යම කදවුර 06,மத்திய முகாம் 06
8178,172,Central Camp 04,මධ්‍යම කදවුර 04,மத்திய முகாம் 04
8179,172,Chalambaikerny 03,චාලම්පකේනි 03,சாலம்பகேணி 03
8180,172,Chalambaikerny 04,චාලම්පකේනි 04,சாலம்பகேணி 04
8181,172,Chalambaikerny 05,චාලම්පකේනි 05,சாலம்பகேணி 05
8182,172,Chalambaikerny 01,චාලම්පකේනි 01,சாலம்பகேணி 01
8183,172,Chalambaikerny 02,චලම්බයිකෙර්නි,சாலம்பகேணி 02
8184,172,Sorikalmunai 3,සොරිකල්මුනේ 03,ஸொரிகல்முனை 03
8185,172,Sorikalmunai 1,සොරිකල්මුනේ 01,ஸொரிகல்முனை 01
8186,172,Sorikalmunai 2,සොරිකල්මුනේ 02,ஸொரிகல்முனை 02
8187,172,Chavalakade,චාවලකඩේ,சாவல்கடை
8188,172,Navithanveli 02,නාවිදන්වේලි,நவிதன்வேலி 02
8189,172,Annamalai 03,අන්නමලේ 03,அன்னமலை 03
8190,172,Annamalai 02,අන්නමලේ 02,அன்னமலை 02
8191,172,Navithanveli 01,නාවිදන්වේලි 01,நவிதன்வேலி 01
8192,172,Annamalai 01,අන්නමලේ 01,அன்னமலை 01
8193,173,Veeramunai 04,වීරමුනේ,வீரமு‍ணை 04
8194,173,Sammanthurai 08,සමන්තුරෙයි 08,சம்மந்து‍ரை 08
8195,173,Sammanthurai 06,සමන්තුරෙයි 06,சம்மந்து‍ரை 06
8196,173,Sammanthurai Tamil Div.01,සමන්තුරෙයි දෙමළ පළාත් 01,சம்மந்து‍ரை தமிழ் பகுதி.01
8197,173,Sammanthurai Tamil Div.04,සමන්තුරෙයි දෙමළ පළාත් 04,சம்மந்து‍ரை தமிழ் பகுதி.04
8198,173,Sammanthurai Tamil Div.02,සමන්තුරෙයි දෙමළ පළාත් 02,சம்மந்து‍ரை தமிழ் பகுதி.02
8199,173,Sammanthurai 01,සමන්තුරෙයි 01,சம்மந்து‍ரை 01
8200,173,Sammanthurai 02,සමන්තුරෙයි 02,சம்மந்து‍ரை 02
8201,173,Sammanthurai 05,සමන්තුරෙයි 05,சம்மந்து‍ரை 05
8202,173,Karuwaddukal 01,කරුවඩ්ඩුකාල් 01,கருவட்டுகல் 01
8203,173,Karuwaddukal 03,කරුවඩ්ඩුකාල් 03,கருவட்டுகல் 03
8204,173,Karuwaddukal 02,කරුවඩ්ඩුකාල් 02,கருவட்டுகல் 02
8205,173,Sammanthurai 11,සමන්තුරෙයි 11,சம்மந்து‍ரை 11
8206,173,Sammanthurai 10,සමන්තුරෙයි 10,சம்மந்து‍ரை 10
8207,173,Sammanthurai 09,සමන්තුරෙයි 09,சம்மந்து‍ரை 09
8208,173,Sammanthurai 07,සමන්තුරෙයි 07,சம்மந்து‍ரை 07
8209,173,Sammanthurai 04,සමන්තුරෙයි 04,சம்மந்து‍ரை 04
8210,173,Sammanthurai Tamil Div.03,සමන්තුරෙයි දෙමළ පළාත් 03,சம்மந்து‍ரை தமிழ் பகுதி.03
8211,173,Maddakalaputharavai 02,මඩ්ඩකලපුතරවායි 02,மட்டக்களப்புதர‍வை 02
8212,173,Maddakalaputharavai 01,මඩ්ඩකලපුතරවායි 01,மட்டக்களப்புதர‍வை 01
8213,173,Sammanthurai 03,සමන්තුරෙයි 01,சம்மந்து‍ரை 03
8214,173,Veeramunai 03,වීරමුනායි 03,வீரமு‍ணை 03
8215,173,Veeramunai 02,වීරමුනායි 02,வீரமு‍ணை 02
8216,173,Veeramunai 01,වීරමුනායි 01,வீரமு‍ணை 01
8217,173,Sammanthurai 12,සමන්තුරෙයි 12,சம்மந்து‍ரை 12
8218,173,Malwatte 02,මල්වත්ත 02,மல்வத்த 02
8219,173,Block 'J' East 01,බොලොක් 'ජේ' නැගෙනහිර 01,புலொக் 'J' கிழக்கு 01
8220,173,Block 'J' West 02,බොලොක් 'ජේ' බටහිර 02,புலொக் 'J' மேற்கு 02
8221,173,Kallarichchel 02,කල්ලාරිච්චෙයි 02,கல்லாரிச்செல் 02
8222,173,Block 'J' West 01,බොලොක් 'ජේ' බටහිර 01,புலொக் 'J' மேற்கு 01
8223,173,Kallarichchel 03,කල්ලාරිච්චෙයි 023,கல்லாரிச்செல் 03
8224,173,Udanga 01,උදංග 01,உதங்க 01
8225,173,Udanga 02,උදංග 02,உதங்க 02
8226,173,Vilinayadi 01,විලිනයිඩි 01,விலிநாயடி 01
8227,173,Sennelgramam 01,සෙන්නාල්ග්‍රාමය 01,சென்னல்கிராமம் 01
8228,173,Sennelgramam 02,සෙන්නාල්ග්‍රාමය 02,சென்னல்கிராமம் 01
8229,173,Block 'J' East 03,බොලොක් 'ජේ' නැගෙනහිර 03,புலொக் 'J' கிழக்கு 03
8230,173,Block 'J' East 02,බොලොක් 'ජේ' නැගෙනහිර 02,புலொக் 'J' கிழக்கு 02
8231,173,Malayadikiramam 01,මලයාඩිකිරමම් 01,மலையடிக்கிராமம் 01
8232,173,Malayadikiramam 03,මලයාඩිකිරමම් 02,மலையடிக்கிராமம் 03
8233,173,Malwatte 03,මල්වත්ත 03,மல்வத்த 03
8234,173,Malwatte 01,මල්වත්ත 01,மல்வத்த 01
8235,173,Malkampiddy,මල්කම්පිට්ටි,மல்கம்பிட்டி
8236,173,Malayadikiramam 04,මලයාඩිකිරමම් 04,மலையடிக்கிராமம் 04
8237,173,Malayadikiramam 02,මලයාඩිකිරමම් 02,மலையடிக்கிராமம் 02
8238,173,Vilinayadi 02,විලිනයිඩි 02,விலிநாயடி 02
8239,173,Vilinayadi 03,විලිනයිඩි 03,விலிநாயடி 03
8240,173,Valathapitty 02,වලාතපිට්ටි 02,வலாதபிட்டி 02
8241,173,Valathapitty 01,වලාතපිට්ටි 01,வலாதபிட்டி 01
8242,173,Malwatte 04,මල්වත්ත 04,மல்வத்த 04
8243,173,Kallarichchel 01,කල්ලාරිච්චෙල්,கல்லாரிச்செல் 01
8244,174,Periyaneelavanai 01B,පෙරියම්නීලවනෙයි 01B,பெரியநீலவ‍ணை 01B
8245,174,Periyaneelavanai 01A,පෙරියම්නීලවනෙයි 01A,பெரியநீலவ‍ணை 01A
8246,174,Periyaneelavanai 01,පෙරියම්නීලවනෙයි 01,பெரியநீலவ‍ணை 01
8247,174,Periyaneelavanai 02,පෙරියම්නීලවනෙයි 02,பெரியநீலவ‍ணை 02
8248,174,Periyaneelavanai Muslim Sec.01,පෙරියනීලාවනී මුස්ලිම් 01,‎பெரியநீலவ‍ணை முஸ்லிம் பகுதி.01
8249,174,Periyaneelavanai Muslim Sec.02,පෙරියනීලාවනී මුස්ලිම්02,‎பெரியநீலவ‍ணை முஸ்லிம் பகுதி.02
8250,174,Maruthamunai 01,මරුදුමුනේ 01,மருதமு‍ணை 01
8251,174,Maruthamunai 02,මරුදුමුනේ 02,மருதமு‍ணை 02
8252,174,Maruthamunai 03,මරුදුමුනේ 03,மருதமு‍ணை 03
8253,174,Maruthamunai 04,මරුදුමුනේ 04,மருதமு‍ணை 04
8254,174,Maruthamunai 05,මරුදුමුනේ 05,மருதமு‍ணை 05
8255,174,Maruthamunai 06,මරුදුමුනේ 06,மருதமு‍ணை 06
8256,174,Chenaikudiyiruppu 01A,චෙනෛකුදියිරුප්පු 01A,சே‍ணைக்குடியிருப்பு 01A
8257,174,Pandiruppu 01,පන්දිරුප්පු 01,பாண்டிருப்பு 01
8258,174,Pandiruppu 01A,පන්දිරුප්පු 01A,பாண்டிருப்பு 01A
8259,174,Pandiruppu 01B,පන්දිරුප්පු 01B,பாண்டிருப்பு 01B
8260,174,Pandiruppu 01C,පන්දිරුප්පු 01C,பாண்டிருப்பு 01C
8261,174,Pandiruppu 02,පන්දිරුප්පු 02,பாண்டிருப்பு 02
8262,174,Pandiruppu 02B,පන්දිරුප්පු 02B,பாண்டிருப்பு 02B
8263,174,Pandiruppu 02C,පන්දිරුප්පු 02C,பாண்டிருப்பு 02C
8264,174,Pandiruppu 02A,පන්දිරුප්පු 02A,பாண்டிருப்பு 02A
8265,174,Natpiddimunai 01,නට්පිට්ටුමුනායි 01,நட்பிட்டிமு‍ணை 01
8266,174,Natpiddimunai 02,නට්පිට්ටුමුනායි 02,நட்பிட்டிமு‍ணை 02
8267,174,Natpiddimunai 03,නට්පිට්ටුමුනායි 03,நட்பிட்டிமு‍ணை 03
8268,174,Natpiddimunai 04,නට්පිට්ටුමුනායි 04,நட்பிட்டிமு‍ணை 04
8269,174,Natpiddimunai 05,නට්පිට්ටුමුනායි 05,நட்பிட்டிமு‍ணை 04
